Name,City,Venue,Quote1,Quote2,Occasion,MatchConfidence,DuplicateFlag,VenueID,FoodboardID,Cuisine,RawVenue,TranscriptFile,match_1,score_1,match_2,score_2,match_3,score_3
Andy Buchan,Melbourne,Bar Merenda (transcribed as 'Miranda'),"If I'm out of town, but if I'm in town, it'll be perks.",,,corrected,,venue.QVVTLlZJQy4xMDAwNjQzMQ==,,,Miranda,Andy Buchan_IG.docx,,,,,,
Andy Buchan,Melbourne,Kirk's Wine Bar (transcribed as 'perks'),I just always have a good time.,"If you've got the right numbers, you can get a little table down in the cellar.",wine bar,corrected,,venue.QVVTLlZJQy4xMDAwNjIyMg==,,European | Modern Australian,perks,Andy Buchan_IG.docx,,,,,,
Andy Hearnden,Sunshine Coast,Samila Gaeng,An incredible Thai food. Little Thai grocery shop on the side. The food was second to none.,Probably the best Thai food I've had in a very long time.,,fuzzy_low,,,,,Similar gang,Andy Hearnden_IG_V8.docx,Samila Gaeng,62,The Kin Kin Hotel,46,The Normanby Hotel,44
Andy Hearnden,Sunshine Coast,Sunshine Social,"A passionate home barista, but if I am drinking coffee out, it's from this land in Maroochy.",Order their double espresso or a batch brew.,coffee,fuzzy_low,,,,,this land down in Marocha,Andy Hearnden_IG_V8.docx,Sunshine Social,44,Mosconi,41,Lamkin Lane Espresso Bar,40
Andy Hearnden,Sunshine Coast,Umami Ramen,"Really good, customizable. You can get a tonkotsu, my go-to with black garlic, incredible.",,,fuzzy_low,,,,,Mummy ramen in Marocha door,Andy Hearnden_IG_V8.docx,Umami Ramen,49,Sunshine Social,42,Lamkin Lane Espresso Bar,41
Andy Hearnden,Sunshine Coast,The Kin Kin Hotel,Has an incredible menu. The steak is delightful.,,,fuzzy_matched,,,,,The Kinkin Hotel,Andy Hearnden_IG_V8.docx,The Kin Kin Hotel,89,The Normanby Hotel,72,Sunshine Social,45
Andy Hearnden,Sunshine Coast,The Kin Kin Hotel,"Incredible bread. They mill their own flour, make sourdough, their Danish scissor on point.",The love that they put into their product is incredible.,,fuzzy_low,,,,,Rick's on sex down in cotton tree,Andy Hearnden_IG_V8.docx,The Kin Kin Hotel,48,The Normanby Hotel,44,Clandestino Coffee,36
Andy Jeffery,Sydney,AALIA Restaurant Sydney (transcribed as 'Alia restaurant'),Beautiful joint. Going somewhere and having everything done right is good.,"We had the duck, and that was pretty good.",,corrected,,venue.QVVTLk5TVy4xMDAwMzkxOQ==,foodboard.dXNlci44aEpsTkswSnY4Zkc5VE4xd0U5T0hocWplVkoy,Middle Eastern,Alia restaurant,Andy Jeffery.docx,,,,,,
Andy Jeffery,Sydney,Cafè Fiveways,Cuffed to be loyal to them. Always there every day.,,coffee,fuzzy_matched,,,,,cafe five ways,Andy Jeffery.docx,Cafè Fiveways,75,cafe d'Yvoire,64,Cafe Paci,53
Andy Jeffery,Sydney,Charlie Parker's,"Just up the road and always have to work for drinks. Dark, intimate, romantic.",,,high,,venue.QVVTLk5TVy4xMDAwNjQ5Mw==,foodboard.dXNlci44aEpsTkswSnY4Zkc5VE4xd0U5T0hocWplVkoy,Cocktail,Charlie Parker's,Andy Jeffery.docx,,,,,,
Andy Jeffery,Sydney,Cash Only Diner (transcribed as 'cash only Vietnamese'),"Vietnamese on Barrick Street in the city. Favorite dish is the pork belly skewers, so good.",,,corrected,,venue.QVVTLk5TVy4xMDAwNjQwNg==,foodboard.dXNlci44aEpsTkswSnY4Zkc5VE4xd0U5T0hocWplVkoy,Vietnamese,cash only Vietnamese,Andy Jeffery.docx,,,,,,
Andy Jeffery,Sydney,Vino e Cucina Italian Restaurant Sydney (transcribed as 'Vinicaccino'),"Just behind us, does a great pizza, saves us a lot of times.",Four cheese would be good.,,corrected,,venue.QVVTLk5TVy4xMDAwMjU0NA==,foodboard.dXNlci44aEpsTkswSnY4Zkc5VE4xd0U5T0hocWplVkoy,Italian | Pizza,Vinicaccino,Andy Jeffery.docx,,,,,,
Andy Allen,Melbourne,The Moon,"The food is flavour first. It's full of creativity and technique, but it's not over complicated.","The service is slick, but they still want you to have fun. The view's better than anything.",,fuzzy_low,,,,,Vuitamond,Andy_V2.docx,The Moon,61,The Keys,58,Vue de monde,57
Andy Allen,Melbourne,Fenton (transcribed as 'Fenton Farmhouse in Carlton'),"My favourite go to is the Garden Brecky. A little soft boil egg, relationship, some sort, pickles.",Naz has so much more going on than just your normal hospitality. It is a community.,brunch,corrected,,venue.QVVTLlZJQy4xMDAwNjMzMQ==,foodboard.qeLcBjJonNs5LbVBRddQr,Brunch,Fenton Farmhouse in Carlton,Andy_V2.docx,,,,,,
Andy Allen,Melbourne,Lagoon Dining (transcribed as 'Lagoon dining on Ligon Street'),"Everything is a banger. It's like modern Szechuan Chinese. It is so, so tasty.",,,corrected,,venue.QVVTLlZJQy4xMDAwNDI2NQ==,foodboard.qeLcBjJonNs5LbVBRddQr,Chinese,Lagoon dining on Ligon Street,Andy_V2.docx,,,,,,
Andy Allen,Melbourne,Toddy Shop (transcribed as 'Todyshop in Fitzroy'),Fresh and zingy and spice. The fish fryer is the thing to get.,"A spicy mug, you'll be happy.",,corrected,,venue.VIVPemzytXCWzp6S3rRcf,,South Indian,Todyshop in Fitzroy,Andy_V2.docx,,,,,,
Andy Allen,Melbourne,Royal Oak,You can just get a nanny wine and smash some fish and chips. The pub grab is top notch.,,,fuzzy_matched,,,,,the Royal Haven,Andy_V2.docx,Royal Oak,78,Koko Black - Royal Arcade,65,Royal Botanical Gardens,65
Andy Allen,Melbourne,El Columpio (transcribed as 'El Colum Pio'),If you close your eyes you would feel like you are in a taco area in Mexico.,"From the smell to the fit out to the tacos. If it's your birthday, you get a free flan.",,corrected,,venue.QVVTLlZJQy4xMDAwNzU5NA==,foodboard.qeLcBjJonNs5LbVBRddQr,Mexican,El Colum Pio,Andy_V2.docx,,,,,,
Andy Allen,Melbourne,Serai (transcribed as 'Sarai'),We are going to have a bone marrow luge.,,,corrected,,venue.QVVTLlZJQy4xMDAwNjA5OQ==,,Filipino,Sarai,Andy_V2.docx,,,,,,
Andy Allen,Melbourne,Reed House,"I would sit at the bar, get something skinzy, little crumpet with Welsh rabbit on top.",,,high,,venue.-7sIt-HSfxLhwwG93Egt8,foodboard.qeLcBjJonNs5LbVBRddQr,Australian,Reed House,Andy_V2.docx,,,,,,
Anna Polyviou,Melbourne,Vanilla Lounge (transcribed as 'Vanilla lounge over in Oakley'),"It's like you're at Mykonos. Great enough to put a spanakopita, kopita, frappe.","All the coffees are great, but it's a big, sweet fest. It's amazing.",,corrected,,venue.QVVTLlZJQy4xMDAwNDMxMQ==,foodboard.KQDWihp2ua70-ApYeHdwy,Greek | Mediterranean | Patisserie,Vanilla lounge over in Oakley,Anna Plyviou_IG_V4.docx,,,,,,
Anna Polyviou,Melbourne,Supper Inn (transcribed as 'supper in'),"I love that it's late night trading. Great Cantonese food, great social gathering.",Very loud and very filling as well. The pig and duck pancakes are amazing.,late night,corrected,,venue.QVVTLlZJQy4xMDAwNjEyNw==,foodboard.KQDWihp2ua70-ApYeHdwy,Chinese,supper in,Anna Plyviou_IG_V4.docx,,,,,,
Anna Polyviou,Melbourne,Curious (transcribed as 'the W Hotel'),"They've got couriers, great cocktails, great snacks, great tunes, can't go wrong.",,,corrected,,venue.QVVTLlZJQy4xMDAwNTg1Nw==,foodboard.KQDWihp2ua70-ApYeHdwy,Cocktail,the W Hotel,Anna Plyviou_IG_V4.docx,,,,,,
Anna Polyviou,Melbourne,Deli QT (transcribed as 'QT Dally'),"They've got this roll that's crispy and soft. Roast beef, gravy, and chips in there as well.",It's phenomenal. It's so good.,,corrected,,venue.QVVTLlZJQy4xMDAwNzMzOA==,foodboard.KQDWihp2ua70-ApYeHdwy,Sandwich/Subs,QT Dally,Anna Plyviou_IG_V4.docx,,,,,,
Annita Potter,Sydney,LuMi Dining (transcribed as 'Lumi'),Frederico is amazing. His food is just spectacular. Anything he puts in front of you is to die for.,"Go hungry, 'cause they feed you well. They feed you a lot.",fine dining,corrected,,venue.QVVTLk5TVy4xMDAwMzIyMQ==,foodboard.AydcbHrJscZRH4JUGIKP3,Italian | Japanese,Lumi,Annita_V2_IG.docx,,,,,,
Annita Potter,Sydney,Coffee Alchemy,"I don't eat breakfast, but I drink coffee. I always get my beans from coffee alchemy.",Delicious blend. Sibilla's brew is the one I get. Absolutely amazing.,coffee,high,,venue.QVVTLk5TVy4xMDAwNjUwNA==,foodboard.AydcbHrJscZRH4JUGIKP3,Coffee,coffee alchemy,Annita_V2_IG.docx,,,,,,
Annita Potter,Sydney,Ferrara Pasta Bar (transcribed as 'Ferrara pasta bar in Piamont'),"Really small, hole in the wall, Sicilian pastas, Italian food, really delicious.",A tiny little gallery upstairs called Piccolina. The music is amazing.,,corrected,,venue.QVVTLk5TVy4xMDAwNjk1NQ==,foodboard.AydcbHrJscZRH4JUGIKP3,Sicilian,Ferrara pasta bar in Piamont,Annita_V2_IG.docx,,,,,,
Annita Potter,Sydney,East Sydney Hotel (transcribed as 'Sydney Hotel'),"Just the quintessential Sydney pub, delicious food in both of them.","Old Fitz has also got a theater, you can go and see some great shows.",,corrected,,venue.QVVTLk5TVy4xMDAwNjk1Ng==,foodboard.AydcbHrJscZRH4JUGIKP3,Modern Australian,Sydney Hotel,Annita_V2_IG.docx,,,,,,
Annita Potter,Sydney,The Old Fitzroy Hotel (transcribed as 'Old Fitz'),"Old Fitz has also got a theater, which you can go and see some great shows in.","I also live around the corner, so it makes it really easy.",,corrected,,venue.QVVTLk5TVy4xMDAwNjQyMQ==,foodboard.AydcbHrJscZRH4JUGIKP3,Modern Australian | European,Old Fitz,Annita_V2_IG.docx,,,,,,
Annita Potter,Sydney,New Shanghai Ashfield (transcribed as 'New shed high nights'),"The most delicious dumplings, the Xiao Long Bao, just to die for.","The hand-fried pork buns basically explode in your face, but are so delicious.",,corrected,,venue.QVVTLk5TVy4xMDAwMzU3Mg==,foodboard.AydcbHrJscZRH4JUGIKP3,Chinese,New shed high nights,Annita_V2_IG.docx,,,,,,
Annita Potter,Sydney,Life Boat Seafoods (transcribed as 'lifeboat seafood'),Fish caught straight from the Hawkesbury. Live music. Kids riding around.,You're sitting in the sunshine. You can bring your own booze. Perfect Sunday spot.,,corrected,,venue.QVVTLk5TVy4xMDAwMDU0Nw==,foodboard.AydcbHrJscZRH4JUGIKP3,Seafood,lifeboat seafood,Annita_V2_IG.docx,,,,,,
Anthony Femia,Melbourne,CIBI (transcribed as 'Chibi in Collingwood'),"I love the vibe, the homewares, the plants. Calming down, eating incredible salmon.",Looking at the most amazing pottery out of Japan.,,corrected,,venue.QVVTLlZJQy4xMDAwMjQ3MQ==,foodboard.QW50aG9ueSBGZW1pYQ==,Coffee,Chibi in Collingwood,Anthony Femia.docx,,,,,,
Anthony Femia,Melbourne,Public Wine Shop (transcribed as 'public wine'),"I love that communal table. Sharing that vibe with everybody, drinking delicious wines from Campbell.","The little egg with the mayonnaise and anchovies, simple but done so well.",wine bar,corrected,,venue.QVVTLlZJQy4xMDAwNjQ1NQ==,foodboard.QW50aG9ueSBGZW1pYQ==,European,public wine,Anthony Femia.docx,,,,,,
Anthony Femia,Melbourne,Miznon (transcribed as 'Ms. Nong Harbour Lane'),"Absolutely, we love that. We take the staff there a lot.",I love going on a Friday night if they still do it. The three shots that they pass around.,,corrected,,venue.QVVTLlZJQy4xMDAwNjAxMA==,foodboard.QW50aG9ueSBGZW1pYQ==,Middle Eastern | Mediterranean,Ms. Nong Harbour Lane,Anthony Femia.docx,,,,,,
Anthony Femia,Melbourne,Gimlet (transcribed as 'gimlin'),"Sitting at the bar takes you all the way back to 1940s, 50s, New York.","The food, the wine list, the cocktails. The Meyer Lemon sorbet with the brioche.",,corrected,,venue.QVVTLlZJQy4xMDAwMDIwNQ==,foodboard.QW50aG9ueSBGZW1pYQ==,European,gimlin,Anthony Femia.docx,,,,,,
Anthony Pieri,Melbourne,Osteria Ilaria (transcribed as 'Dunkin' Pepia'),We'll feed those right around the corner. Shout out to Dunkin' Pepia. They'll do an amazing thing.,,wine bar,corrected,,venue.QVVTLlZJQy4xMDAwMDE2MQ==,foodboard.9l6sM-uh2hljPxzqqkI6o,Italian,Dunkin' Pepia,Anthony Pieri_IG.docx,,,,,,
Anthony Pieri,Melbourne,Alta Trattoria,"Gavin, Luke, Justin, the service, the offering. It's just top notch.","And food's good as well, I imagine.",fine dining,fuzzy_low,,,,Italian,Aria,Anthony Pieri_IG.docx,Alta Trattoria,67,Florian,65,Kaprica,65
Anthony Sofy,Sydney,Ester Restaurant (transcribed as 'Esther Chippendale'),"The sea urchin butter, potato bread, kills it.",,,corrected,,venue.QVVTLk5TVy4xMDAwMTU0Nw==,foodboard.dXNlci5nbjU3NXh4UTMwZm9haHVJdTBKdHdJb3Y5bDUy,Modern Australian,Esther Chippendale,Anthony Sofy.docx,,,,,,
Anthony Sofy,Sydney,Campos Coffee Newtown (transcribed as 'Camp Austin'),The original flagship. Very consistent. They know your order as soon as you walk in.,Double ristretto piccolo.,coffee,corrected,,venue.QVVTLk5TVy4xMDAwNjQ5Nw==,foodboard.dXNlci5nbjU3NXh4UTMwZm9haHVJdTBKdHdJb3Y5bDUy,Coffee,Camp Austin,Anthony Sofy.docx,,,,,,
Anthony Sofy,Sydney,Filicudi Restaurant Five Dock (transcribed as 'Filacootie'),"A little family Italian restaurant in Five Dock. Homestyle cooking, the mum's in the kitchen.",It's BYO wine. It can't get any better.,,corrected,,venue.QVVTLk5TVy4xMDAwNTk3NA==,foodboard.dXNlci5nbjU3NXh4UTMwZm9haHVJdTBKdHdJb3Y5bDUy,Italian,Filacootie,Anthony Sofy.docx,,,,,,
Anthony Sofy,Sydney,Azuki Bakery (transcribed as 'Azuki'),A little Japanese bakery on Enmore Road. They make their own charcoal sourdough.,They do deep fried pan curry donuts. It's amazing. It's worth your trip.,,corrected,,venue.QVVTLk5TVy4xMDAwNjUzMA==,foodboard.dXNlci5nbjU3NXh4UTMwZm9haHVJdTBKdHdJb3Y5bDUy,Japanese,Azuki,Anthony Sofy.docx,,,,,,
Anthony Sofy,Sydney,Forest Lodge Hotel (transcribed as 'The Forest Lodge Hotel'),"Otherwise known as the Flodge. Original old school. Beers on tap. Dirty smelly carpet, classic menu.",,,corrected,,venue.QVVTLk5TVy4xMDAwNjQxOQ==,foodboard.dXNlci5nbjU3NXh4UTMwZm9haHVJdTBKdHdJb3Y5bDUy,,The Forest Lodge Hotel,Anthony Sofy.docx,,,,,,
Anthony,Sydney,ANTE (transcribed as 'auntie'),"As an experience, you can go there and drink weird stuff and have your mind blown.",Tempered egg and lemon. The zucchini flower with rice in it. It's a head scratcher.,,corrected,,venue.QVVTLk5TVy4xMDAwNTA4NQ==,,Modern Australian | Japanese,auntie,Anthony_V4.docx,,,,,,
Anthony,Sydney,Paradise,"A new joint in Potts Point Analog, man. No website, no Instagram, called Paradise.",,,high,,venue.QVVTLk5TVy4xMDAwNjkzMg==,,Italian,Paradise,Anthony_V4.docx,,,,,,
Anthony,Sydney,Sean's (transcribed as 'Sean'),A joint in Bondi called Sean. The backpack is coming through. Everyone's going for a surf.,,,corrected,,venue.QVVTLk5TVy4xMDAwMzgzOA==,,Australian,Sean,Anthony_V4.docx,,,,,,
Anthony,Sydney,Café Tanja (transcribed as 'Cafe Teja'),"On Crown Street, Surry Hills. Algerian and Moroccan cuisine, but authentic.",,coffee,corrected,,venue.QVVTLk5TVy4xMDAwNzA0Mw==,,North African,Cafe Teja,Anthony_V4.docx,,,,,,
Arte Assavakavinvong,Brisbane,Stanley Restaurant (transcribed as 'Slightly'),"The best dark roast, dark, crispy pork, very clean cut, clean flavors. Beautiful flavors.",,,corrected,,venue.QVVTLkJORS4xMDAwMDA0Ng==,foodboard.VsOaJ6Zh1yPSFZosh0qRd,Cantonese | Chinese,Slightly,Arte Assavakavinvong.docx,,,,,,
Arte Assavakavinvong,Brisbane,"Salt Coffee Roasters (transcribed as 'Salt, coffee, roster')",Just around the corner. I always grab coffee there before I come to work.,,coffee,corrected,,venue.QVVTLkJORS4xMDAwNTk0OA==,foodboard.VsOaJ6Zh1yPSFZosh0qRd,Coffee,"Salt, coffee, roster",Arte Assavakavinvong.docx,,,,,,
Arte Assavakavinvong,Brisbane,"Causeway Bay Seafood Restaurant (transcribed as 'Cosway, baked, seafood, restaurant in sunny Vancouver')",Home Chinese food. I love to bring in my family and go that way.,,,corrected,,venue.QVVTLkJORS4xMDAwMTA0Ng==,foodboard.VsOaJ6Zh1yPSFZosh0qRd,Seafood,"Cosway, baked, seafood, restaurant in sunny Vancouver",Arte Assavakavinvong.docx,,,,,,
Arte Assavakavinvong,Brisbane,Gong Cha (transcribed as 'gongshah'),"For the bubble cup, yes, I would say gongshah.",,,corrected,,venue.QVVTLkJORS4xMDAwNTgxOQ==,foodboard.VsOaJ6Zh1yPSFZosh0qRd,,gongshah,Arte Assavakavinvong.docx,,,,,,
Arte Assavakavinvong,Brisbane,Billy's Pine and Bamboo Restaurant (transcribed as 'Millie's pie and bamboo'),The best Peking duck ever. I have eaten in the world.,,,corrected,,venue.QVVTLkJORS4xMDAwMDEwOA==,foodboard.VsOaJ6Zh1yPSFZosh0qRd,Chinese,Millie's pie and bamboo,Arte Assavakavinvong.docx,,,,,,
Ash Pollard,Melbourne,Millstone,Every time the most perfectly made croissants in-house as well.,"They do have a beautiful breakfast menu, lovely sort of to-go items, this quintessential chicken sandwich filling.",brunch,high,,venue.QVVTLlZJQy4xMDAwNzMzOQ==,foodboard.0xrA7_uZBMO_OS-oqhhYl,,Millstone,Ash Pollard_IG_V3.docx,,,,,,
Ash Pollard,Melbourne,Saigon Street Eats - St Kilda (transcribed as 'Saigon Street Eats'),It is the goods. Their papaya salad is just so delish and fresh and their pho too. Incredible.,,,corrected,,venue.QVVTLlZJQy4xMDAwNTI5MQ==,foodboard.0xrA7_uZBMO_OS-oqhhYl,Vietnamese,Saigon Street Eats,Ash Pollard_IG_V3.docx,,,,,,
Ash Pollard,Melbourne,Hanoi Hannah Express Lane (transcribed as 'hanoy hanoy'),"That's an institution. There may be something better, but I don't know, I'm just used to that. I find it great.",,,corrected,,venue.QVVTLlZJQy4xMDAwNjc3NQ==,foodboard.0xrA7_uZBMO_OS-oqhhYl,Vietnamese,hanoy hanoy,Ash Pollard_IG_V3.docx,,,,,,
Audrey Allard,Melbourne,Tipo 00 (transcribed as 'Tippo'),I love their spanner crab linguini. Such a good old school classic.,Their risotto is really good. Especially in winter.,,corrected,,venue.QVVTLlZJQy4xMDAwNjE3Nw==,foodboard.sRACsekhyu4ayXDnz00J3,Italian,Tippo,Audrey Allard_V3.docx,,,,,,
Audrey Allard,Melbourne,Alimentari (transcribed as 'Elementary'),"I love their Turkish eggs, and I always get a salad on my way out.","Coffee, salad, eggs. The trio. Just balance.",coffee,corrected,,venue.QVVTLlZJQy4xMDAwNTc1MQ==,foodboard.sRACsekhyu4ayXDnz00J3,Coffee,Elementary,Audrey Allard_V3.docx,,,,,,
Audrey Allard,Melbourne,Little Hop (transcribed as 'Little hop in Fitzroy'),It's a little Mexican place. You could easily miss it.,You have to get the fish tacos and a margarita.,,corrected,,venue.QVVTLlZJQy4xMDAwMjQ4Mw==,foodboard.sRACsekhyu4ayXDnz00J3,Mexican,Little hop in Fitzroy,Audrey Allard_V3.docx,,,,,,
Audrey Allard,Melbourne,Marquis of Lorne (transcribed as 'Marquis of lawn'),Three different varieties. You can go to the rooftop in summer.,"Go to the dining in the middle for classy, or go on a date downstairs.",date night,corrected,,venue.QVVTLlZJQy4xMDAwNTk5OQ==,foodboard.sRACsekhyu4ayXDnz00J3,Australian,Marquis of lawn,Audrey Allard_V3.docx,,,,,,
Audrey Allard,Melbourne,Tao Dumplings Northcote (transcribed as 'Tower dumplings in Norfolk'),"It's my local, so if I have friends over, we just duck down to Tower.","No fast, no frills. Yeah, dumplings should be.",,corrected,,venue.QVVTLlZJQy4xMDAwMzY3MQ==,foodboard.sRACsekhyu4ayXDnz00J3,Chinese,Tower dumplings in Norfolk,Audrey Allard_V3.docx,,,,,,
Audrey Allard,Melbourne,Siglo (transcribed as 'Ciglo'),"If my friends are visiting from back home, I'm definitely taking them to Siglo.","We'll start there, and then we'll just sus the vibe.",,corrected,,venue.QVVTLlZJQy4xMDAwNjEwNw==,foodboard.sRACsekhyu4ayXDnz00J3,Cocktail,Ciglo,Audrey Allard_V3.docx,,,,,,
Audrey Allard,Melbourne,Black Pearl,"Take it into the city, go to Fitzroy, maybe Black Pearl.",,,high,,venue.QVVTLlZJQy4xMDAwNTc5OQ==,foodboard.sRACsekhyu4ayXDnz00J3,Cocktail,Black Pearl,Audrey Allard_V3.docx,,,,,,
Aurelia St Clair,Melbourne,Migrant Coffee,It's dog friendly. They're doing really good bagels. Their coffee is just on point.,,coffee,high,,venue.QVVTLlZJQy4xMDAwNjkzOQ==,foodboard.QXVyZWxpYSBTdCBDbGFpcg==,Coffee,migrant coffee,Aurelia St Clair.docx,,,,,,
Aurelia St Clair,Melbourne,Baby Snakes Bar,"It's a great bar to have amazing DJs, good bar snacks, delicious drinks.",,,fuzzy_matched,,,,,baby snakes,Aurelia St Clair.docx,Baby Snakes Bar,73,West Footscray Wines,54,Easey's,49
Aurelia St Clair,Melbourne,Jambo (transcribed as 'Jumbo cafe'),In Footscray on Hopkins Street. They do Ethiopian food and you just get it all to share.,Works out to be like less than $25 per person. So good.,,corrected,,venue.QVVTLlZJQy4xMDAwNTk0NQ==,foodboard.QXVyZWxpYSBTdCBDbGFpcg==,,Jumbo cafe,Aurelia St Clair.docx,,,,,,
Aurelia St Clair,Melbourne,Kariton Sorbetes - Footscray (transcribed as 'Carrotun Sorbet'),On Leeds Street in Footscray. They have weekly specials.,This Lamington ice cream that we're obsessed with.,,corrected,,venue.QVVTLlZJQy4xMDAwNTk1Mw==,foodboard.QXVyZWxpYSBTdCBDbGFpcg==,Ice Cream,Carrotun Sorbet,Aurelia St Clair.docx,,,,,,
Bjorn Shen,Singapore,TINTO Spanish Restaurant at Dempsey Hill - Best Paella in Singapore (transcribed as 'Tinto'),"In Dempsey Hill, outstanding Spanish food, it's classic.","The garlic prawns all the time, the gazpacho, any of the paella.",,corrected,,venue.VExELlNJTi4xMDAwMTc4,foodboard.TKlscmBfOmGX_0WX8dwsa,,Tinto,BJORN SHEN_V3_IG.docx,,,,,,
